cost        CG2        HBCS        ScaleStar        OPT
1        1076.05        1190.38        1190.38        1076.05
2        827.42        1283.45        827.42        827.42
3        729.25        920.5        827.42        703.11
4        611.38        692.28        692.28        604.94
5        538.91        664.51        594.1        538.91
6        504.35        566.33        504.35        502.68
7        471.63        678.53        504.35        469.72
8        436.99        461.15        476.59        436.99
9        407.63        499.96        443.86        407.63
10        403.35        403.35        419.71        389.46
11        389.46        391.27        419.71        375.38
12        368.74        379.19        419.71        358.93
13        368.74        379.19        419.71        351.48
14        358.93        379.19        419.71        341.66
15        345.41        369.37        419.71        333.57
16        337.8        369.37        419.71        329.16
17        334.71        355.49        419.71        322.61
18        326.79        355.49        419.71        317.78
19        321.24        355.49        419.71        317.78
20        317.78        317.78        419.71        317.78
