cost        CG2        HBCS        ScaleStar        OPT
1        1009.3        1056.05        1056.05        1009.3
2        776.82        989.11        776.82        776.82
3        686.51        809.98        709.89        660.59
4        605.98        629.35        629.35        570.28
5        539.04        602.5        539.04        489.74
6        489.74        512.19        489.74        459.63
7        459.63        489.88        467.42        424.15
8        416.35        459.78        440.58        394.04
9        394.04        444.72        410.48        380.62
10        380.62        395.42        394.04        367.83
11        365.57        370.77        394.04        354.41
12        354.41        362.56        394.04        341.26
13        346.19        353.53        394.04        332.23
14        337.16        353.53        394.04        324.18
15        329.11        353.53        394.04        317.05
16        322.42        353.53        394.04        309.74
17        314.2        353.53        394.04        303.72
18        308.18        353.53        394.04        298.35
19        301.63        347.5        394.04        298.35
20        298.35        298.35        394.04        298.35
