cost        CG2        HBCS        ScaleStar        OPT
1        790.5        931.01        926.55        790.5
2        619.28        851.32        619.28        619.28
3        520.89        851.32        544.05        520.89
4        462.83        544.05        544.05        462.83
5        414.16        544.05        445.66        398.56
6        381.56        445.66        381.56        373.13
7        348.76        523.37        346.92        346.92
8        322.98        396.65        346.92        322.98
9        306.58        380.25        332.54        304.92
10        304.92        316.14        314.13        288.52
11        288.52        288.52        314.13        275.54
12        278.68        282.99        314.13        265.59
13        275.54        273.16        314.13        260.58
14        266.14        269.47        314.13        257.34
15        257.96        269.47        314.13        249.85
16        254.06        269.47        314.13        244.4
17        249.41        269.47        314.13        239.61
18        244.77        269.47        314.13        237.84
19        239.61        269.47        314.13        237.84
20        237.84        269.47        314.13        237.84
