cost        CG2        HBCS        ScaleStar        OPT
1        514.65        616.44        536.32        514.65
2        389.28        516.14        389.28        389.28
3        339.12        465.99        369.09        338.06
4        296.62        449.27        318.94        287.91
5        265.6        302.22        276.44        245.41
6        238.68        259.72        238.68        228.34
7        221.97        245.55        221.97        214.18
8        207.8        238.47        221.97        204.19
9        197.46        200.72        207.8        192.29
10        192.29        200.72        197.46        185.2
11        183.93        185.2        197.46        178.65
12        176.85        182.1        197.46        172.6
13        173.48        177.85        197.46        167.21
14        168.47        175.78        197.46        162.76
15        164.22        175.78        197.46        159.05
16        160.87        175.78        197.46        155.68
17        157.77        175.78        197.46        152.34
18        154.41        167.42        197.46        150.85
19        151.57        167.42        197.46        149.5
20        149.5        149.5        197.46        149.5
