cost        CG2        HBCS        ScaleStar        OPT
1        1355.58        1385.75        1385.32        1345.8
2        994.32        1298.2        994.32        994.32
3        892.32        1204.49        914        892.32
4        795.21        823.69        820.29        795.21
5        705.11        792.45        718.29        705.11
6        626.49        690.45        629.89        626.49
7        592.49        804.21        604.25        588.38
8        561.25        627.41        573.01        546.94
9        531.78        539.01        539.01        512.94
10        494.81        494.81        509.54        494.81
11        477.81        477.81        509.54        477.81
12        462.19        468.97        509.54        462.19
13        445.97        463.08        509.54        445.97
14        435.77        463.08        509.54        435.77
15        426.4        463.08        509.54        426.4
16        417.56        463.08        509.54        416.98
17        406.44        452.88        509.54        406.44
18        403.06        452.88        509.54        399.52
19        396.82        437.26        509.54        392.6
20        385.8        385.8        509.54        385.8
