cost        CG2        HBCS        ScaleStar        OPT
1        1387.12        1602.18        1383.3        1383.3
2        1011.43        1396.26        1011.43        1011.43
3        909.85        1093.66        941.72        909.85
4        825.49        806.15        806.15        791.49
5        689.91        914.24        721.79        689.91
6        620.21        688.78        620.21        620.21
7        586.35        665.9        597.33        586.35
8        552.78        648.48        569.21        552.78
9        526.64        546.9        546.9        526.64
10        498.98        513.04        513.04        498.98
11        482.05        496.11        513.04        481.73
12        470.61        485.96        513.04        464.8
13        450.74        468.03        513.04        450.74
14        440.59        468.03        513.04        438.65
15        432.15        468.03        513.04        428.5
16        418.59        468.03        513.04        418.59
17        408.9        453.97        513.04        408.9
18        402.13        453.97        513.04        402.13
19        396.39        453.97        513.04        396.39
20        388.45        388.45        513.04        388.45
