cost        CG2        HBCS        ScaleStar        OPT
1        811.25        832.08        832.08        811.25
2        600.88        791.28        600.88        600.88
3        531.18        601.3        534.58        531.18
4        484        561.78        487.61        470.19
5        414.3        465.72        419.68        414.3
6        372.01        401.05        372.01        372.01
7        348.35        392.91        348.35        348.35
8        331.92        340.21        328.02        328.02
9        309.82        309.82        309.82        309.82
10        297.14        342.84        304.79        297.14
11        285.31        290.55        304.79        285.31
12        277.95        280.94        304.79        277.32
13        267.78        273.85        304.79        267.78
14        260.68        272.85        304.79        260.68
15        254.59        272.85        304.79        254.59
16        249.16        272.85        304.79        249.12
17        244.22        272.85        304.79        244.02
18        239.48        272.85        304.79        239.48
19        234.84        265.88        304.79        234.84
20        230.77        230.77        304.79        230.77
