cost        CG2        HBCS        ScaleStar        OPT
1        1082.6        1069.85        1069.85        1069.85
2        789.99        990.8        789.99        789.99
3        710.94        908.78        710.94        710.94
4        635.29        635.85        639.32        635.29
5        560.2        610.25        563.68        560.2
6        497.66        583.9        504.6        497.66
7        471.31        637.62        478.25        470.1
8        446.09        481.99        454.38        435.82
9        409.47        409.47        409.47        409.47
10        394.06        394.42        409.47        394.06
11        380.89        381.81        409.47        380.89
12        368.28        387.58        409.47        368.27
13        355.66        370.23        409.47        355.66
14        347.06        370.23        409.47        347.06
15        339.49        370.23        409.47        339.49
16        332.33        370.23        409.47        332.33
17        324.22        362.66        409.47        324.22
18        321.16        350.73        409.47        318.41
19        316.11        350.73        409.47        313.14
20        307.4        307.4        409.47        307.4
