cost        CG2        HBCS        ScaleStar        OPT
1        790.85        790.85        790.85        790.85
2        600.88        664.84        600.88        600.88
3        525.22        663.78        567.16        525.22
4        473.8        655.13        473.8        450.81
5        404.1        529.12        423.44        404.1
6        370.38        478.76        370.38        362.02
7        344.88        461.97        344.88        338.54
8        328.1        364.29        336.45        319.45
9        315.45        319.67        319.67        300.58
10        296.4        297.35        304.79        288.96
11        287.83        288.96        304.79        279.43
12        272        281.52        304.79        267.78
13        265.25        281.52        304.79        260.22
14        260.22        281.52        304.79        255.07
15        252.57        281.52        304.79        248.1
16        245.58        264.56        304.79        242.22
17        242.6        264.56        304.79        238.34
18        238.79        264.56        304.79        233.75
19        235.43        264.56        304.79        230.77
20        230.77        230.77        304.79        230.77
