cost        CG2        HBCS        ScaleStar        OPT
1        1100.45        1261.31        1126.8        1091.95
2        800.4        961.26        800.4        800.4
3        719.01        879.88        742.32        716.46
4        629.55        811.24        660.93        629.55
5        548.16        784.11        592.29        548.16
6        490.08        761.23        490.08        490.08
7        465.43        551.7        462.95        462.95
8        438.3        440.07        440.07        438.23
9        421.34        440.07        440.07        411.1
10        394.56        406        406        394.56
11        381.7        388.96        406        381
12        368.14        378.74        406        368.14
13        356.42        367.3        406        355.17
14        347.03        360.49        406        347.01
15        339.62        360.49        406        338.87
16        331.48        360.49        406        331.48
17        324.22        360.49        406        324.22
18        318.42        360.49        406        318.42
19        313        360.49        406        313
20        307.4        307.4        406        307.4
