cost        CG2        HBCS        ScaleStar        OPT
1        522.55        636.66        549.32        522.55
2        416.3        530.41        416.3        387.19
3        352.98        477.29        377.48        325.86
4        291.56        477.29        324.36        291.56
5        252.75        459.58        324.36        252.75
6        252.75        456.18        252.75        235.04
7        235.18        312.95        235.04        214.57
8        214.57        235.04        235.04        204.42
9        204.42        235.04        235.04        194.19
10        204.42        211.17        211.17        187.86
11        194.19        199.23        211.17        183.2
12        185.33        192.07        211.17        179.19
13        185.33        187.3        211.17        173.05
14        178.32        187.3        211.17        168.2
15        173.05        187.3        211.17        164.66
16        169.51        187.3        211.17        161.14
17        168.2        187.3        211.17        159.88
18        164.11        187.3        211.17        159.88
19        160.56        187.3        211.17        159.88
20        159.88        159.88        211.17        159.88
