cost        CG2        HBCS        ScaleStar        OPT
1        1075.2        1075.2        1075.2        1075.2
2        787.9        1007.41        787.9        787.9
3        709.49        918.8        726.91        702.9
4        624.49        889.26        638.3        624.49
5        553.3        612.16        553.3        553.3
6        496.35        527.16        499.75        495.5
7        467.49        498.83        462.7        462.7
8        440.18        476.23        451.02        436.57
9        419.28        462.07        422.68        408.23
10        393.54        408.52        404.83        393.54
11        380.47        381.74        404.83        379.37
12        366.3        376.39        404.83        366.3
13        353.98        372.82        404.83        353.98
14        345.79        372.82        404.83        345.48
15        337.29        364.32        404.83        337.29
16        332.41        358.05        404.83        328.9
17        322.34        349.55        404.83        322.34
18        319.59        349.55        404.83        317.69
19        313.93        349.55        404.83        312.18
20        306.52        306.52        404.83        306.52
