cost        CG2        HBCS        ScaleStar        OPT
1        737.88        770.18        770.18        737.88
2        552.58        564.26        552.58        552.58
3        510.36        537.7        515.18        510.36
4        426.56        648.7        442.71        426.56
5        380.03        454.26        380.03        380.03
6        337.81        382.86        337.81        337.81
7        322.3        331.01        322.3        316.56
8        303.49        334.2        311.74        302.5
9        280.29        285.11        280.29        280.29
10        274.55        312.73        280.29        272.08
11        261.7        326.25        280.29        260.54
12        256.42        274.4        280.29        251.53
13        244.54        249.85        280.29        243.09
14        238.44        247.45        280.29        236.99
15        233.66        247.45        280.29        232.51
16        227.56        247.45        280.29        225.84
17        223.72        241.16        280.29        222.34
18        219.55        228.12        280.29        218.4
19        217.43        228.12        280.29        215.78
20        212.22        212.22        280.29        212.22
