cost        CG2        HBCS        ScaleStar        OPT
1        871.95        929.11        929.11        868.98
2        644.58        871.95        644.58        644.58
3        569.78        569.78        569.78        569.78
4        515.94        513.25        513.25        513.25
5        457.01        482.08        490.94        456.72
6        396.38        458.92        396.38        396.38
7        374.84        405.44        377.32        374.84
8        351.68        360.25        358.48        351.68
9        330.78        330.78        331.07        330.78
10        317.43        322.85        326.96        317.43
11        308.26        307.91        326.96        305.96
12        296.68        301.74        326.96        296.68
13        286.02        336.52        326.96        286.02
14        279.78        291.33        326.96        279.55
15        272.15        291.33        326.96        272.15
16        269.73        291.33        326.96        266.43
17        261.44        291.33        326.96        260.9
18        257.13        281.91        326.96        256.8
19        252.14        281.91        326.96        252.14
20        247.55        247.55        326.96        247.55
