cost        CG2        HBCS        ScaleStar        OPT
1        1116.78        1183.5        1116.78        1116.78
2        832.03        1100.62        832.03        832.03
3        753.61        951.66        762.82        748.51
4        651.19        666.91        666.91        651.19
5        567.68        760.7        581.98        567.68
6        510.16        554.36        518.02        510.16
7        483.88        528.22        483.88        482.32
8        457.74        507.32        469.5        454.7
9        433.16        443.36        443.36        428.56
10        411.38        430.29        422.04        411.38
11        397.78        398.31        422.04        397.47
12        381.45        391.92        422.04        381.45
13        370.79        387.65        422.04        369.74
14        361        387.65        422.04        360.08
15        352.71        387.65        422.04        352.2
16        344.36        379.81        422.04        344.36
17        337.17        379.81        422.04        337.17
18        331.91        379.81        422.04        331.6
19        325.11        379.81        422.04        325.11
20        319.55        319.55        422.04        319.55
