cost        CG2        HBCS        ScaleStar        OPT
1        482.98        488.21        505.42        482.16
2        307.88        426.24        308.22        304.69
3        284.53        292.71        287.54        284.53
4        277.91        426.24        292.71        277.42
5        268.6        438.56        287.54        213.53
6        189.58        266.01        189.79        188.91
7        184.2        261.9        189.79        184.2
8        177.72        181.79        189.79        173.82
9        161.95        162.38        189.79        156.87
10        151.83        162.38        157.21        151.61
11        147.12        149.92        157.21        147.12
12        144.32        149.92        157.21        140.7
13        136.44        140.92        157.21        135.32
14        135.32        140.92        157.21        135.32
15        129.95        140.92        157.21        128.93
16        128.91        140.92        157.21        126.58
17        125.55        140.92        157.21        125.55
18        125.55        140.92        157.21        120.92
19        119.67        140.92        157.21        119.03
20        119.03        119.03        157.21        119.03
