cost        CG2        HBCS        ScaleStar        OPT
1        1086.25        1086.25        1086.25        1086.25
2        807.88        1013.36        807.88        807.88
3        721.39        926.88        734.99        721.39
4        648.5        898.05        648.5        638.51
5        552.02        673.43        552.02        552.02
6        498.76        608.62        498.76        498.76
7        469.93        498.9        474.46        469.93
8        441.95        552.17        445.63        441.95
9        420.35        455.94        424.03        420.35
10        397.64        398.99        409.79        397.64
11        388.26        391.87        409.79        385.25
12        372.43        384.75        409.79        370.83
13        360.03        378.27        409.79        360.03
14        351.38        378.27        409.79        350.38
15        344.09        378.27        409.79        343.1
16        334.45        378.27        409.79        334.45
17        328.48        363.86        409.79        327.33
18        321.56        363.86        409.79        321.56
19        316.7        358.58        409.79        316.04
20        310.27        310.27        409.79        310.27
