cost        CG2        HBCS        ScaleStar        OPT
1        1027        1117.95        1075.02        992.15
2        737.15        1011.06        737.15        737.15
3        656.19        795.59        673.19        656.19
4        581.81        707.61        621.62        580.54
5        528.69        678.29        533.65        504.25
6        452.68        516.36        452.68        452.68
7        435.4        435.4        430.23        428.46
8        408.41        422.22        403.24        403.24
9        393.75        383.2        400.9        381.32
10        362.69        369.7        373.92        362.69
11        352.67        359.25        373.92        349.76
12        339.17        345.76        373.92        339.17
13        328.51        337.66        373.92        328.51
14        319.72        332.27        373.92        319.72
15        311.62        332.27        373.92        311.62
16        304.05        332.27        373.92        304.05
17        298.64        332.27        373.92        298.64
18        293        332.27        373.92        293
19        288.15        332.27        373.92        288.15
20        283.11        283.11        373.92        283.11
