cost        CG2        HBCS        ScaleStar        OPT
1        930.05        1187        1013.6        930.05
2        682.53        849.72        682.53        682.53
3        594.55        771.78        657.31        594.55
4        516.99        694.21        589.52        516.99
5        451.5        668.36        511.96        451.5
6        420.83        492.41        423.98        420.83
7        391.51        486.1        407.69        391.51
8        365.65        463.51        381.84        365.65
9        341.16        375.53        375.53        341.16
10        334.91        346.21        346.21        328.24
11        320.25        331.55        346.21        313.58
12        307.32        322.75        346.21        305.55
13        302.28        316.88        346.21        297.02
14        293.48        303.96        346.21        288.59
15        285.72        303.96        346.21        280.84
16        277.68        303.96        346.21        274.43
17        277.68        300.8        346.21        268.56
18        271.82        300.8        346.21        263.39
19        266.65        300.8        346.21        262.13
20        262.13        262.13        346.21        262.13
