cost        CG2        HBCS        ScaleStar        OPT
1        675.93        722.68        722.68        675.93
2        510.6        671.89        510.6        510.6
3        459.81        494.24        459.81        439.38
4        386.92        423.01        427.94        374.35
5        353.78        355.05        355.05        323.56
6        321.9        386.43        321.9        301.89
7        297.6        369.5        294.35        283.3
8        280.68        303.2        283.3        269.62
9        259        357.35        270.05        253.48
10        253.48        257.9        259        241.33
11        241.33        241.33        259        232.86
12        232.86        235.8        259        224.24
13        224.24        235.8        259        219.16
14        220.26        235.8        259        213.76
15        215.18        235.8        259        208.48
16        211.8        235.8        259        203.08
17        208.68        235.8        259        199.49
18        203.82        235.8        259        196.1
19        198.31        228.51        259        196.1
20        196.1        228.51        259        196.1
