cost        CG2        HBCS        ScaleStar        OPT
1        938.92        1034.55        938.29        938.29
2        687.47        845.85        687.47        687.47
3        623.65        751.5        624.57        623.65
4        557.77        721.96        559.75        557.77
5        465.26        690.51        519.1        465.26
6        423.68        499.69        423.68        423.68
7        402.08        404.28        413.84        402.08
8        381.11        393.51        382.39        381.11
9        351.5        382.39        382.39        351.5
10        340.1        350.58        350.58        340.1
11        329.12        334.68        350.58        328.38
12        318.04        325.14        350.58        318.04
13        307.55        325.14        350.58        307.55
14        298.93        309.42        350.58        298.93
15        291.72        303.05        350.58        291.72
16        285.24        303.05        350.58        285.24
17        280.06        303.05        350.58        280.06
18        275.92        298.13        350.58        274.88
19        271.73        298.13        350.58        270.56
20        265.44        265.44        350.58        265.44
