cost        CG2        HBCS        ScaleStar        OPT
1        507.22        507.22        507.22        507.22
2        375.48        417.13        375.48        375.48
3        334.04        409.26        336.38        334.04
4        302.59        354.65        302.59        302.59
5        261.15        386.24        263.49        261.15
6        231.83        330.35        232.75        231.83
7        218.72        239.19        223.68        218.72
8        207.53        230.13        208.45        207.53
9        194.43        199.38        199.38        194.43
10        186        214.01        190.46        185.93
11        178.31        178.31        190.46        178.31
12        173.85        173.85        190.46        171.79
13        166.08        171.17        190.46        166.08
14        163.19        166.94        190.46        162.21
15        158.79        163.6        190.46        158.79
16        154.65        163.6        190.46        154.65
17        151.67        163.6        190.46        151.67
18        149.86        163.6        190.46        149.27
19        146.81        163.6        190.46        146.81
20        144.2        144.2        190.46        144.2
