cost        CG2        HBCS        ScaleStar        OPT
1        864.3        864.3        864.3        864.3
2        683.68        785.68        683.68        683.68
3        599.95        651.8        605.05        599.95
4        521.32        623.89        521.32        521.32
5        479        644.04        479        468.34
6        422.65        567.68        422.65        422.65
7        394.75        500.11        404.8        392.27
8        364.36        391.1        376.9        364.36
9        361.85        430.38        355.15        350.4
10        332.84        342.61        346.79        332.84
11        319.73        342.61        346.79        319.73
12        306.8        329.23        346.79        306.8
13        302.17        327.56        346.79        298.43
14        293.8        327.56        346.79        290.57
15        285.94        327.56        346.79        284.99
16        277.74        313.61        346.79        277.74
17        277.74        313.61        346.79        272.16
18        272.16        313.61        346.79        266.92
19        264.24        313.61        346.79        264.24
20        262.57        262.57        346.79        262.57
