cost        CG2        HBCS        ScaleStar        OPT
1        888.02        967.71        982.8        888.02
2        698.05        777.74        698.05        677.93
3        603.06        677.22        677.93        582.45
4        530.03        643.72        577.42        527.52
5        440.08        615.7        487.46        440.08
6        432.53        548.73        435.05        416.74
7        401.54        517.07        401.54        385.75
8        369.88        422.3        369.88        355.38
9        358.16        359.11        369.88        343.46
10        343.67        359.11        354.08        328.22
11        329.43        330.35        354.08        320.68
12        313.6        325.62        354.08        308.57
13        309.58        322.46        354.08        300.08
14        301.04        322.46        354.08        293.14
15        293.78        322.46        354.08        284.28
16        285.29        322.46        354.08        277.95
17        282.13        322.46        354.08        272.26
18        277.58        322.46        354.08        268.09
19        271.25        322.46        354.08        268.09
20        268.09        268.09        354.08        268.09
