cost        CG2        HBCS        ScaleStar        OPT
1        681.65        681.65        681.65        674.42
2        495.08        625.98        495.08        495.08
3        439.4        504.85        439.4        439.4
4        390.1        455.55        390.1        390.1
5        346.11        439.12        352.28        346.11
6        304.6        443.51        304.6        304.6
7        289.73        401.58        289.73        288.17
8        273.3        313.6        273.3        269.68
9        254.95        265.79        265.79        254.95
10        245.12        251.12        251.12        245.12
11        236.18        239.4        251.12        236.18
12        227.96        236.46        251.12        227.96
13        220.63        236.46        251.12        220.63
14        215.06        234.55        251.12        215.06
15        210.13        234.55        251.12        210.13
16        206.38        226.33        251.12        204.59
17        200.83        226.33        251.12        200.55
18        197.12        222.58        251.12        197.12
19        193.84        222.58        251.12        193.42
20        190.14        190.14        251.12        190.14
