cost        CG2        HBCS        ScaleStar        OPT
1        870        901.88        901.88        870
2        646.88        794.78        646.88        646.88
3        572.5        741.44        572.5        572.5
4        506.62        510.88        510.88        503.22
5        448.4        481.12        491.47        445
6        399.67        412.84        402.43        399.67
7        376.01        380.26        376.01        374.88
8        354.05        354.05        362.48        354.05
9        333.51        333.51        336.27        333.51
10        319.24        348.91        328.13        319.24
11        308.26        310.95        328.13        308.15
12        298.55        308.79        328.13        297.99
13        286.67        375.23        328.13        286.67
14        280.84        293.77        328.13        280.84
15        274.26        285.63        328.13        273.9
16        271.1        285.63        328.13        266.82
17        261.9        285.63        328.13        261.67
18        258.01        285.63        328.13        257.79
19        253.62        279.43        328.13        253.4
20        248.44        248.44        328.13        248.44
