cost        CG2        HBCS        ScaleStar        OPT
1        656.58        661.25        661.25        656.58
2        480.62        494.65        480.62        479.07
3        432.1        569.88        438.34        431.32
4        390.81        391.59        393.93        389.53
5        343.85        461.08        346.96        343.85
6        302.83        404.76        305.95        296.95
7        287.18        384.43        290.3        276.63
8        273.93        275.42        277.05        259.84
9        247.73        261.75        261.4        245.39
10        240.89        240.89        247.73        236.78
11        230.94        231.5        247.73        229.95
12        223.11        225.84        247.73        222.33
13        215.5        215.5        247.73        212.95
14        210.8        211.78        247.73        207.48
15        206.83        208.66        247.73        202.13
16        202.13        208.66        247.73        198.03
17        196.07        208.66        247.73        194.9
18        192.94        208.66        247.73        192.16
19        189.9        208.66        247.73        187.94
20        186.38        186.38        247.73        186.38
