cost        CG2        HBCS        ScaleStar        OPT
1        1224.55        1379.68        1269.6        1224.55
2        898.15        1215.2        898.15        898.15
3        804.65        936.4        816.97        804.65
4        712.42        842.9        738.49        712.42
5        637.2        811.73        644.99        631.25
6        552.77        786.66        552.77        552.77
7        521.6        592.01        527.69        521.6
8        490.86        499.78        496.52        490.86
9        463.94        469.04        486.32        463.94
10        443.05        453.67        455.58        443.05
11        427.46        440.21        455.58        427.46
12        412.09        430.99        455.58        412.09
13        400.26        415.41        455.58        400.26
14        390.91        409.26        455.58        389.68
15        381.69        409.26        455.58        379.48
16        371.11        404.16        455.58        371.11
17        364.38        404.16        455.58        364.38
18        358.15        404.16        455.58        357.32
19        352        404.16        455.58        351.09
20        344.94        344.94        455.58        344.94
