cost        CG2        HBCS        ScaleStar        OPT
1        901.54        957.5        957.5        901.54
2        640.59        919.6        641.72        640.59
3        574.5        576.2        577.34        574.5
4        502.75        510.12        511.25        502.75
5        440.7        488.09        489.79        436.66
6        395.86        488.09        395.86        395.86
7        373.83        382.48        384.18        373.83
8        357.61        382.48        362.15        355.77
9        335.58        337.5        362.15        333.74
10        319.96        325.81        326.94        319.12
11        308.21        308.21        326.94        308.11
12        297.19        308.21        326.94        297.19
13        286.46        297.64        326.94        286.46
14        279.85        290.72        326.94        279.85
15        272.39        290.6        326.94        272.39
16        268.97        279.59        326.94        265.78
17        260.63        279.59        326.94        260.63
18        255.92        279.59        326.94        255.92
19        251.41        279.59        326.94        251.41
20        247.11        247.11        326.94        247.11
