cost        CG2        HBCS        ScaleStar        OPT
1        709.98        714.65        714.65        709.98
2        519.29        702.54        520.43        519.29
3        475.3        481.54        475.3        475.3
4        409.93        513.48        413.75        409.93
5        357.22        405.32        357.22        357.22
6        321.24        348.8        321.24        321.24
7        303.68        405.53        303.68        303.68
8        286.83        293.97        294.68        286.83
9        271.53        307.04        266.84        266.84
10        258.04        298.26        266.84        258.04
11        249.52        251.83        266.84        248.43
12        239.87        242.33        266.84        239.87
13        232.65        240.06        266.84        232.44
14        227.4        231.71        266.84        227.4
15        221.6        230.8        266.84        221.6
16        217.99        230.8        266.84        216.35
17        212.95        230.8        266.84        212.95
18        208.29        230.8        266.84        208.29
19        205.58        230.8        266.84        205.02
20        201.18        201.18        266.84        201.18
