cost        CG2        HBCS        ScaleStar        OPT
1        1615.25        1627.58        1627.58        1537.9
2        1151.15        1397.44        1151.15        1151.15
3        1054.46        1246.99        1054.46        1054.46
4        957.78        1016.85        897.21        897.21
5        792.45        984.62        800.52        792.45
6        725.72        804.85        725.72        725.72
7        668.56        855.49        671.25        668.56
8        631.09        683.65        631.09        631.09
9        606.16        608.85        608.85        601.63
10        567.8        571.45        583.92        567.8
11        551.69        552.85        583.92        551.04
12        536.6        547.86        583.92        528.1
13        513.01        547.86        583.92        513.01
14        503.34        531.75        583.92        498.86
15        486.2        531.75        583.92        486.2
16        477.14        531.75        583.92        477.14
17        465.48        525.08        583.92        465.48
18        457.58        525.08        583.92        457.58
19        451.54        525.08        583.92        451.54
20        442.11        442.11        583.92        442.11
