cost        CG2        HBCS        ScaleStar        OPT
1        1275.4        1397.8        1272.85        1272.85
2        946.45        1027.2        946.45        946.45
3        849.98        930.72        838.93        838.93
4        761.15        742.45        742.45        742.45
5        653.62        710.29        653.62        653.62
6        585.62        685.5        585.62        585.62
7        553.47        596.68        553.47        548.08
8        515.93        567.07        528.68        515.93
9        491.13        552.26        499.07        491.13
10        467.69        484.26        480.08        465.07
11        451.61        455.79        480.08        448.99
12        436.8        446.3        480.08        434.18
13        421.79        446.3        480.08        421.62
14        408.82        437.41        480.08        408.82
15        399.94        425.02        480.08        399.01
16        390.12        425.02        480.08        390.12
17        383.01        425.02        480.08        383.01
18        376.58        425.02        480.08        375.93
19        369.5        425.02        480.08        369.5
20        363.49        363.49        480.08        363.49
