cost        CG2        HBCS        ScaleStar        OPT
1        1338.42        1527.12        1417.9        1338.42
2        955.08        1296.35        955.08        955.08
3        870.71        981.43        895.58        870.71
4        749.16        760.43        760.43        749.16
5        675.21        676.06        676.06        675.21
6        587.24        773.95        587.24        587.24
7        559.12        745.83        561.6        559.12
8        523.7        523.98        537.23        523.7
9        499.33        509.11        509.11        499.33
10        471.64        495.05        484.46        471.64
11        457.58        458.07        484.46        457.58
12        445.25        450.68        484.46        439.69
13        425.63        445.75        484.46        425.63
14        417.2        445.75        484.46        417.2
15        409.5        445.75        484.46        405.34
16        394.8        445.75        484.46        394.8
17        387.36        445.75        484.46        387.36
18        381.74        425.13        484.46        380.28
19        374.65        425.13        484.46        374.65
20        366.8        366.8        484.46        366.8
