cost        CG2        HBCS        ScaleStar        OPT
1        929.55        1043.45        984.16        919.99
2        655.64        908.94        655.64        655.64
3        591.68        783.99        584.88        584.88
4        521.98        517.94        517.94        517.94
5        451        497.11        507.81        451
6        406.02        497.11        406.02        406.02
7        382.22        482.17        391.08        382.22
8        361.4        380.38        370.25        361.4
9        343.48        346.45        370.25        340.78
10        325.91        336.32        336.32        325.91
11        316.38        319.36        336.32        315.76
12        305.97        319.36        336.32        303.88
13        293.43        309.18        336.32        293.43
14        287.18        302.39        336.32        286.21
15        280.21        299.71        336.32        279.51
16        276.47        299.71        336.32        272.82
17        267.75        289.3        336.32        267.75
18        262.99        289.3        336.32        262.63
19        258.53        289.3        336.32        258.53
20        253.52        253.52        336.32        253.52
