cost        CG2        HBCS        ScaleStar        OPT
1        630.25        721.68        765.45        579.72
2        484.1        632.42        484.1        484.1
3        408.45        721.68        434.23        408.45
4        360.16        721.68        444.58        350.01
5        323.83        446.7        351.71        310.3
6        296.75        443.09        296.75        296.75
7        275.07        309.21        279.75        275.07
8        260.66        278.26        279.75        248.79
9        243.66        307.41        263.67        235.12
10        239.23        250.31        248.79        223.75
11        224.81        228        248.79        213.78
12        221.9        224.03        248.79        207.25
13        217.52        212.13        248.79        203.9
14        209.3        209.15        248.79        201.09
15        203.77        209.15        248.79        195.62
16        197.58        209.15        248.79        190.86
17        198.12        209.15        248.79        188.37
18        192.41        209.15        248.79        188.37
19        188.37        209.15        248.79        188.37
20        188.37        188.37        248.79        188.37
