cost        CG2        HBCS        ScaleStar        OPT
1        1231.64        1408.77        1267.03        1231.64
2        871.67        1048.8        872.63        871.67
3        781.05        960.4        825.88        779.06
4        683.44        868.81        737.48        683.44
5        628.68        838.28        645.9        628.68
6        540.28        808.81        540.28        540.28
7        515.56        597.59        510.82        509.75
8        485.03        491.98        480.29        480.29
9        455.57        456.77        480.29        455.57
10        434.53        439.17        445.08        434.53
11        420.43        427.48        445.08        419.51
12        405.17        416.92        445.08        404.77
13        390.44        401.66        445.08        390.44
14        380.12        394.61        445.08        380.12
15        370.96        394.61        445.08        370.96
16        362.12        394.61        445.08        362.12
17        356.03        394.61        445.08        355.98
18        348.99        394.61        445.08        348.99
19        343.13        394.61        445.08        343.1
20        336.99        336.99        445.08        336.99
