cost        CG2        HBCS        ScaleStar        OPT
1        795.99        805.34        805.34        795.99
2        569.25        766.24        569.25        569.25
3        506.35        595.39        541.7        506.35
4        445.36        539.71        478.8        445.36
5        407.33        518.75        411.22        405.84
6        351.01        496.22        354.91        351.01
7        332.38        371.7        333.94        331.96
8        311.42        315.38        311.42        311.28
9        292.65        292.65        292.65        292.65
10        282.46        283.26        292.65        281.28
11        272.39        272        292.65        270.79
12        261.9        266.37        292.65        261.51
13        251.33        262.61        292.65        251.33
14        245.76        262.61        292.65        245.76
15        239.47        258.72        292.65        239.47
16        236.71        258.72        292.65        235.01
17        231.08        256.73        292.65        230.09
18        226.57        256.73        292.65        226.57
19        223.16        246.25        292.65        222.82
20        218.63        218.63        292.65        218.63
