cost        CG2        HBCS        ScaleStar        OPT
1        634.8        722.56        637.35        634.8
2        462.89        606.54        462.89        462.89
3        424.53        548.52        415.29        415.29
4        375.66        379.8        377.89        375.66
5        317.96        379.8        362.02        317.96
6        287.93        367.97        293.53        287.93
7        272.38        276.1        273.34        272.38
8        255.49        276.1        265.83        255.49
9        239.62        239.62        265.83        239.62
10        230.84        239.62        237.71        230.84
11        222.69        223.65        237.71        222.69
12        215.82        223.65        237.71        215.47
13        207.89        215.21        237.71        207.89
14        203.04        215.21        237.71        203.04
15        198.16        209.59        237.71        198.16
16        194.15        209.59        237.71        193.65
17        189.73        209.59        237.71        189.73
18        186.47        209.59        237.71        186.47
19        183.15        209.59        237.71        183.15
20        179.98        179.98        237.71        179.98
