cost        CG2        HBCS        ScaleStar        OPT
1        777        843.72        794.85        777
2        573.85        771.69        573.85        573.85
3        508.61        662.68        508.61        508.61
4        454.85        456.98        456.98        454.85
5        400.88        446.78        435.23        398.11
6        353.84        363.26        353.84        353.84
7        335.85        335.85        334.93        334.93
8        316.23        350.02        322.82        312.83
9        296.47        296.47        296.18        296.18
10        284.18        285.98        291.08        282.48
11        272.67        272.67        291.08        272.67
12        262.25        286.1        291.08        262.25
13        254.21        261.62        291.08        254.21
14        249.21        259.35        291.08        249.04
15        243.84        254.25        291.08        243.67
16        238.44        254.25        291.08        238.11
17        232.94        254.25        291.08        232.94
18        229.35        254.25        291.08        229.16
19        225.42        254.25        291.08        224.17
20        220.39        220.39        291.08        220.39
