cost        CG2        HBCS        ScaleStar        OPT
1        1159.84        1186.61        1186.61        1152.82
2        809        1107.35        809        809
3        724.43        922.05        786.05        724.43
4        676.44        829.4        706.79        645.16
5        584.6        802.98        614.14        584.6
6        504.53        772.1        509.38        504.53
7        474.45        562.57        482.95        474.45
8        446.62        457.81        452.07        446.62
9        417.15        422.89        417.15        417.15
10        406.57        422.89        417.15        403.94
11        391.06        399.69        417.15        391.06
12        376        384.25        417.15        376
13        362.41        373.77        417.15        362.41
14        353.66        366.79        417.15        353.66
15        344.92        366.79        417.15        344.92
16        340.18        366.79        417.15        337.81
17        332.25        362.75        417.15        331.18
18        325.27        362.75        417.15        325.27
19        319.63        362.75        417.15        319.63
20        313.8        313.8        417.15        313.8
