cost        CG2        HBCS        ScaleStar        OPT
1        802.85        870.85        887        802.85
2        617.55        793.5        617.55        601.4
3        540.2        524.05        540.2        524.05
4        465.83        465.83        465.83        465.83
5        405.48        446.42        460.44        392.83
6        381.25        420.63        383.94        367.04
7        358.16        344.13        358.16        344.13
8        332.66        347.63        338.75        328.35
9        310.56        347.63        313.25        307.87
10        313.25        347.63        313.25        296.04
11        294.98        298.23        313.25        283.3
12        282.22        292.85        313.25        273.6
13        275.21        292.85        313.25        265.86
14        267.48        287.75        313.25        258.21
15        259.83        287.75        313.25        251.31
16        252.39        287.75        313.25        247.23
17        251.31        278.05        313.25        242.13
18        246.16        278.05        313.25        237.18
19        241.06        278.05        313.25        237.18
20        237.18        237.18        313.25        237.18
