cost        CG2        HBCS        ScaleStar        OPT
1        1086.9        1179.55        1115.8        1086.9
2        764.75        948.35        764.75        764.75
3        701.85        783.45        714.6        701.85
4        643.2        599        599        597.73
5        532.28        579.45        545.03        532.28
6        482.13        632.29        482.13        482.13
7        444.44        489.78        446.42        443.59
8        422.62        471.78        426.88        422.62
9        405.91        408.88        408.88        399.39
10        377.43        377.43        387.92        377.43
11        367.66        368.44        387.92        367.66
12        349.17        362.15        387.92        349.17
13        340.81        357.95        387.92        340.81
14        334.52        357.95        387.92        330.4
15        322.96        357.95        387.92        322.96
16        317.57        348.18        387.92        317.57
17        308.64        348.18        387.92        308.64
18        304.45        342.78        387.92        304.45
19        300.65        342.78        387.92        300.65
20        293.71        293.71        387.92        293.71
