cost        CG2        HBCS        ScaleStar        OPT
1        1151.08        1230.34        1155.75        1151.08
2        862.5        1084.35        862.5        862.5
3        761.78        983.62        783.52        761.78
4        688.04        690.38        690.38        688.04
5        592.41        656.8        594.75        592.41
6        527.53        663.18        536.17        527.53
7        502.6        544.95        502.6        502.6
8        470.72        513.08        486.38        470.72
9        445.08        497.14        454.5        445.08
10        425.21        429.14        437.5        425.21
11        412.21        420.64        437.5        409.66
12        396.28        411.08        437.5        396.28
13        384.38        398.4        437.5        384.38
14        374.3        395        437.5        374.3
15        364.74        395        437.5        364.74
16        357.37        395        437.5        356.08
17        349.1        395        437.5        349.1
18        344.27        395        437.5        344.27
19        337.89        378.21        437.5        337.62
20        331.25        331.25        437.5        331.25
